,Ticker,Company Name,Country,Sector,Subsector,Environmental SCORE,Social SCORE,Governance SCORE,Assets,"Cash and Cash Equivalents, at Carrying Value",Final Revenue,Gross Profit,Income from Continuing Operations before Taxes,Operating Income (Loss),Total Equity,Total Liabilities and Equity,Net Income (Loss),"Cash and Cash Equivalents, Period Increase (Decrease)",Target
479,NATI,NATIONAL INSTRUMENTS CORPORATION,US,Software & Services,Electronic Equipment & Instruments,4.3,5.6,5.1,"1,456,280,000","265,400,000","287,177,000","211,031,000","12,265,000","13,844,000","1,088,462,000","1,456,280,000","9,298,000","14,271,000",1
480,NWLI,"NATIONAL WESTERN LIFE GROUP, INC",US,Life & Health Insurance,Life & Health Insurance,6.0,1.8,2.1,"11,683,695,000",,"148,942,000",,,"15,712,000","1,653,256,000","11,683,695,000","17,259,000","35,564,000",0
481,NBTB,NBT BANCORP INC,US,Banks,Regional Banks,2.0,3.3,5.5,"8,472,964,000","155,510,000",,,"28,622,000",,"881,727,000","8,472,964,000","18,891,000",,0
482,NKTR,NEKTAR THERAPEUTICS,US,Pharmaceuticals,Pharmaceuticals,2.2,4.3,3.0,"491,879,000","72,549,000","58,882,000",,,"-9,484,000","-275,000","491,879,000","-19,498,000","16,979,000",0
483,NEOG,NEOGEN CORPORATION,US,Health Care Equipment & Supplies,Health Care Supplies,5.9,4.0,5.3,"432,241,000","66,862,000","76,725,000","35,196,000","35,196,000","11,254,000","387,873,000","432,241,000","8,289,000",,0
484,NEO,"NEOGENOMICS, INC",US,Health Care Equipment & Supplies,Life Sciences Tools & Services,6.1,6.1,6.0,"346,844,000","19,256,000","59,704,000","27,173,000","27,173,000","1,922,000","206,003,000","346,844,000","155,000","-4,164,000",1
485,NTAP,"NETAPP, INC",US,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",4.7,4.4,5.7,"8,785,000,000","2,495,000,000","1,380,000,000","818,000,000","818,000,000","64,000,000","3,109,000,000","8,785,000,000","-8,000,000",,1
486,NFLX,"NETFLIX, INC",US,Media & Entertainment,Movies & Entertainment,10.0,4.6,2.3,"11,262,274,000","1,605,244,000","1,957,736,000","588,196,000","39,879,000","49,453,000","2,317,233,000","11,262,274,000","27,658,000","-204,086,000",0
487,NTGR,"NETGEAR, INC",US,"Technology Hardware, Storage & Peripherals",Communications Equipment,2.1,4.3,6.1,,,"310,256,000","100,565,000","25,482,000","25,614,000",,,"16,589,000","44,913,000",1
488,NTCT,"NETSCOUT SYSTEMS, INC",US,"Technology Hardware, Storage & Peripherals",Communications Equipment,2.9,4.1,5.0,"3,592,843,000","210,711,000","285,887,000","185,036,000","-7,934,000","-4,922,000","2,443,382,000","3,592,843,000","-3,616,000",,0
489,NBIX,"NEUROCRINE BIOSCIENCES, INC",US,Biotechnology,Biotechnology,3.1,5.1,5.0,"459,332,000","115,301,000","15,000,000",,,"-20,857,000","412,959,000","459,332,000","-19,264,000","41,106,000",0
490,NXST,"NEXSTAR MEDIA GROUP, INC",US,Media & Entertainment,Broadcasting,8.0,5.7,3.0,"1,892,185,000","12,821,000","255,658,000",,,"57,929,000","111,404,000","1,892,185,000","21,727,000","-30,595,000",0
491,NXST,TRIBUNE MEDIA COMPANY,US,Media & Entertainment,Broadcasting,8.0,5.7,3.0,"1,892,185,000","12,821,000","255,658,000",,,"57,929,000","111,404,000","1,892,185,000","21,727,000","-30,595,000",0
492,NMIH,"NMI HOLDINGS, INC",US,Banks,Thrifts & Mortgage Finance,5.0,2.7,5.5,"684,314,000","73,302,000","22,185,000",,,,"410,058,000","684,314,000","-3,907,000","15,985,000",0
493,NNBR,"NN, INC",US,Industrial Machinery,Industrial Machinery,2.1,2.4,4.8,"1,395,617,000","15,079,000","212,226,000",,"-3,419,000","11,874,000","317,332,000","1,395,617,000","-1,299,000","-8,000",0
494,NDSN,NORDSON CORPORATION,US,Industrial Machinery,Industrial Machinery,3.6,5.4,5.8,"2,317,240,000","60,736,000","437,592,000","248,405,000","248,405,000","101,904,000","650,110,000","2,317,240,000","70,601,000",,1
495,NFBK,"NORTHFIELD BANCORP, INC",US,Banks,Thrifts & Mortgage Finance,0.1,2.0,4.3,"3,672,616,000","114,653,000",,,"5,589,000",,"608,735,000","3,672,616,000","3,660,000","62,800,000",0
496,NWBI,"NORTHWEST BANCSHARES, INC",US,Banks,Regional Banks,2.8,2.6,6.3,"8,916,288,000","163,321,000",,,"26,065,000",,"1,170,588,000","8,916,288,000",,,0
497,NCLH,NCL CORPORATION LTD,US,Hotels & Travel,"Hotels, Resorts & Cruise Lines",4.7,4.2,3.1,"12,405,739,000","154,867,000","1,077,632,000",,,"131,282,000","3,927,611,000","12,405,739,000",,"38,930,000",0
498,NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,US,Hotels & Travel,"Hotels, Resorts & Cruise Lines",4.7,4.2,3.1,"12,405,739,000","154,867,000","1,077,632,000",,,"131,282,000","3,927,611,000","12,405,739,000",,"38,930,000",0
499,NOVN,NOVARTIS CAPITAL CORPORATION,US,Pharmaceuticals,Pharmaceuticals,6.0,4.9,6.0,,,,,,"-11,272,000",,,"-11,260,000","-10,976,000",1
500,NOVN,THE MEDICINES COMPANY,US,Pharmaceuticals,Biotechnology,6.0,4.9,6.0,,,,,,"-11,272,000",,,"-11,260,000","-10,976,000",1
501,NVAX,"NOVAVAX, INC",US,Biotechnology,Biotechnology,7.1,4.8,3.7,"592,507,000","132,225,000","4,218,000",,,"-75,262,000","185,433,000","592,507,000","-77,252,000","39,117,000",0
502,NUAN,"NUANCE COMMUNICATIONS, INC",US,Software & Services,Systems Software,5.1,5.3,6.4,"5,256,636,000","250,690,000","487,413,000","273,233,000","2,199,000","32,905,000","1,794,578,000","5,256,636,000","-7,046,000",,1
503,NTNX,"NUTANIX, INC",US,Software & Services,Application Software,4.5,4.7,4.8,,"55,609,000","114,690,000","71,297,000","71,297,000","-44,703,000",,,"-46,820,000",,1
504,NUVA,"NUVASIVE, INC",US,Health Care Equipment & Supplies,Health Care Equipment,6.4,6.1,4.6,"1,569,119,000","270,105,000","215,104,000","160,878,000","160,878,000",,"644,833,000","1,569,119,000","-3,368,000","77,766,000",1
505,NVEE,"NV5 GLOBAL, INC",US,Construction & Engineering,Construction & Engineering,4.7,1.4,6.0,"113,955,000","10,333,000","44,905,000","22,824,000","22,824,000",,"84,488,000","113,955,000","2,055,000","-13,143,000",1
506,NVDA,NVIDIA CORPORATION,US,Semiconductors & Semiconductor Equipment,Semiconductors,5.4,7.6,5.6,"7,370,000,000","596,000,000","1,305,000,000","751,000,000","241,000,000","245,000,000","4,469,000,000","7,370,000,000","208,000,000","-49,000,000",1
507,OCFC,OCEANFIRST FINANCIAL CORP,US,Banks,Regional Banks,2.4,4.2,4.5,"2,588,447,000",,,,,,"241,076,000","2,588,447,000","4,205,000","-9,685,000",0
508,OCUL,"OCULAR THERAPEUTIX, INC",US,Pharmaceuticals,Pharmaceuticals,2.9,4.0,4.6,"100,432,000","46,212,000","458,000",,,"-10,509,000","80,170,000","100,432,000","-10,840,000","15,428,000",0
509,ODP,OFFICEMAX INCORPORATED,US,Retail - Consumer Discretionary,Specialty Stores,3.4,4.3,5.9,"6,034,000,000","750,000,000","2,876,000,000","715,000,000","715,000,000","85,000,000","1,661,000,000","6,034,000,000","46,000,000","-190,000,000",1
510,ODP,THE ODP CORPORATION,US,Retail - Consumer Discretionary,Specialty Stores,3.4,4.3,5.9,"6,034,000,000","750,000,000","2,876,000,000","715,000,000","715,000,000","85,000,000","1,661,000,000","6,034,000,000","46,000,000","-190,000,000",1
511,OKTA,"OKTA, INC",US,Software & Services,Internet Services & Infrastructure,9.0,6.2,3.8,,,"31,787,000","19,408,000","19,408,000","-22,704,000",,,"-22,753,000",,1
512,ODFL,"OLD DOMINION FREIGHT LINE, INC",US,Road & Rail Transport,Trucking,3.9,3.1,6.4,"2,515,440,000","7,133,000","707,733,000",,"97,865,000","99,548,000","1,700,276,000","2,515,440,000","60,285,000","-4,339,000",1
513,ONB,"FIRST MIDWEST BANCORP, INC",US,Banks,Regional Banks,0.7,3.4,4.7,"11,932,326,000","175,558,000",,,,,"1,508,643,000","11,932,326,000","26,977,000","-44,260,000",0
514,ONB,OLD NATIONAL BANCORP,US,Banks,Regional Banks,1.4,3.7,5.8,"11,932,326,000","175,558,000",,,,,"1,508,643,000","11,932,326,000","26,977,000","-44,260,000",0
515,OLLI,"OLLIES BARGAIN OUTLET HOLDINGS, INC",US,Retail - Consumer Discretionary,General Merchandise Stores,3.3,2.1,5.2,"943,822,000","30,259,000","193,719,000","79,015,000","79,015,000","20,979,000","561,949,000","943,822,000","11,748,000","6,870,000",0
516,OFLX,"OMEGA FLEX, INC",US,Industrial Machinery,Industrial Machinery,3.9,5.0,5.0,"55,293,000","23,522,000","20,626,000","12,492,000","3,995,000","4,021,000","43,411,000","55,293,000","2,643,000","-6,552,000",0
517,OMER,OMEROS CORPORATION,US,Pharmaceuticals,Pharmaceuticals,3.1,4.1,3.2,"35,972,000","978,000","7,419,000",,,"-19,452,000","-40,742,000","35,972,000","-20,539,000","-387,000",0
518,OMCL,"OMNICELL, INC",US,Health Care Equipment & Supplies,Health Care Technology,8.3,4.8,5.3,"923,772,000","53,487,000","171,004,000","79,945,000","79,945,000","1,852,000","410,505,000","923,772,000","-378,000","-28,730,000",0
519,ON,ON SEMICONDUCTOR CORPORATION,US,Semiconductors & Semiconductor Equipment,Semiconductors,5.1,6.6,6.0,,,"817,200,000","275,500,000","41,700,000","58,400,000",,,"36,000,000","1,900,000",1
520,OPK,"OPKO HEALTH, INC",US,Biotechnology,Biotechnology,7.5,5.5,3.1,"2,793,206,000","174,973,000","291,037,000",,"-30,139,000","-27,518,000",,"2,793,206,000",,"-18,625,000",1
521,ORMP,Oramed Pharmaceuticals Inc,US,Pharmaceuticals,Pharmaceuticals,6.1,5.8,3.9,"38,372,000","3,230,000","125,000",,,"-1,912,000","32,705,000","38,372,000","-1,818,000",,1
522,OSUR,"ORASURE TECHNOLOGIES, INC",US,Health Care Equipment & Supplies,Health Care Supplies,6.2,5.6,6.1,"188,479,000","94,558,000","29,089,000","20,313,000","20,313,000","2,699,000","163,015,000","188,479,000","2,446,000","464,000",1
523,ORBC,ORBCOMM INC,US,Telecommunication Services,Alternative Carriers,6.4,5.0,3.5,"526,306,000","21,158,000","43,560,000","22,922,000","-1,915,000","-114,000","299,060,000","526,306,000","-2,096,000","-5,919,000",0
524,OFIX,ORTHOFIX MEDICAL INC,US,Health Care Equipment & Supplies,Health Care Equipment,7.5,6.5,6.7,"362,775,000","39,846,000","98,679,000","76,542,000","76,542,000","7,075,000","275,471,000","362,775,000","3,840,000","-23,817,000",1
525,OSIS,"OSI SYSTEMS, INC",US,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,3.6,6.2,4.4,"1,075,302,000","97,425,000","210,804,000","70,059,000","12,678,000","13,344,000","532,119,000","1,075,302,000",,,1
526,OTTR,Otter Tail Corporation,US,Utilities,Electric Utilities,5.6,5.8,5.8,"1,833,357,000",0,"206,242,000",,,"27,576,000","613,720,000","1,833,357,000","14,520,000",0,1
527,OSTK,"OVERSTOCKCOM, INC",US,Retail - Consumer Discretionary,Internet & Direct Marketing Retail,2.2,4.5,5.1,"392,058,000","128,189,000","413,677,000","77,307,000","22,058,000","17,813,000","163,522,000","392,058,000","13,429,000",,0
528,PCAR,PACCAR INC,US,Construction & Farm Machinery & Heavy Trucks,Construction Machinery & Heavy Trucks,3.9,5.3,4.6,"21,356,900,000","1,847,300,000","4,300,000,000",,,,"6,343,200,000","21,356,900,000","-594,600,000","-169,100,000",1
529,PACB,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC",US,Health Care Equipment & Supplies,Life Sciences Tools & Services,6.5,4.2,5.2,"140,175,000","20,080,000","19,127,000","9,504,000","9,504,000","-18,565,000","88,776,000","140,175,000","-19,352,000","-13,549,000",0
530,PPBI,"PACIFIC PREMIER BANCORP, INC",US,Banks,Regional Banks,0.0,2.0,5.1,"3,563,085,000",,,,"14,296,000",,"428,894,000","3,563,085,000",,,0
531,PCRX,"PACIRA BIOSCIENCES, INC",US,Pharmaceuticals,Pharmaceuticals,3.1,3.9,4.7,"391,206,000","35,029,000","65,474,000",,,"-2,254,000","226,170,000","391,206,000","-3,854,000",,0
532,PACW,PACWEST BANCORP,US,Banks,Regional Banks,0.8,3.4,4.7,"21,031,009,000","519,518,000",,,,,"4,456,592,000","21,031,009,000","90,456,000","123,032,000",0
533,PZZA,"PAPA JOHNS INTERNATIONAL, INC",US,Restaurants,Restaurants,2.7,3.6,5.6,"490,979,000","17,272,000","428,595,000",,,"42,898,000","-18,863,000","490,979,000","26,182,000","-3,734,000",0
534,PKOH,PARK-OHIO HOLDINGS CORP,US,Industrial Machinery,Industrial Machinery,3.5,5.1,3.0,"960,100,000","48,700,000","328,000,000","47,800,000","47,800,000","11,400,000","203,400,000","960,100,000","2,700,000","300,000",0
535,PKOH,"PARK-OHIO INDUSTRIES, INC",US,Industrial Machinery,Industrial Machinery,3.5,5.1,3.0,"960,100,000","48,700,000","328,000,000","47,800,000","47,800,000","11,400,000","203,400,000","960,100,000","2,700,000","300,000",0
536,PATK,"PATRICK INDUSTRIES, INC",US,Building Products,Auto Parts & Equipment,4.3,4.8,5.6,"454,268,000","10,659,000","278,637,000","45,352,000","45,352,000","20,614,000","139,511,000","454,268,000","12,975,000","10,572,000",0
537,PDCO,"PATTERSON COMPANIES, INC",US,Health Care Providers & Services,Health Care Distributors,5.9,9.6,6.0,"3,555,670,000","97,701,000","1,453,770,000","363,741,000","363,741,000","106,344,000","1,362,547,000","3,555,670,000","65,620,000",,1
538,PTEN,"PATTERSON-UTI ENERGY, INC",US,Energy Equipment & Services,Oil & Gas Drilling,3.9,5.6,5.7,"4,398,170,000","186,557,000","268,939,000",,,"-95,259,000","2,489,482,000","4,398,170,000","-70,503,000","73,211,000",0
539,PTEN,SEVENTY SEVEN ENERGY INC,US,Energy Equipment & Services,Oil & Gas Equipment & Services,3.9,5.6,5.7,"4,398,170,000","186,557,000","268,939,000",,,"-95,259,000","2,489,482,000","4,398,170,000","-70,503,000","73,211,000",0
540,PAYX,"PAYCHEX, INC",US,Software & Services,Data Processing & Outsourced Services,7.0,3.7,4.4,"7,067,500,000","253,100,000","752,600,000",,,"280,000,000","1,874,100,000","7,067,500,000","180,400,000",,0
541,PCTY,PAYLOCITY HOLDING CORPORATION,US,Software & Services,Application Software,4.0,5.0,5.3,"1,574,627,000","89,707,000","70,570,000","43,361,000","43,361,000","6,201,000","120,594,000","1,574,627,000","6,161,000",,1
542,PYPL,"PAYPAL HOLDINGS, INC",US,Software & Services,Data Processing & Outsourced Services,10.0,4.9,5.0,"29,470,000,000","2,583,000,000","2,544,000,000",,,"407,000,000","13,598,000,000","29,470,000,000","365,000,000","1,190,000,000",1
543,PDCE,"PDC ENERGY, INC",US,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,2.1,3.4,5.4,"1,056,966","12,445","90,831,000",,"-113,369,000","-103,033,000","-1,349,103","1,056,966","-71,530,000",0,0
544,PDFS,"PDF SOLUTIONS, INC",US,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,5.5,2.2,5.5,"202,792,000","129,398,000","25,081,000","14,875,000","3,087,000","3,323,000","185,230,000","202,792,000","2,061,000","3,240,000",0
545,PGC,PEAPACK-GLADSTONE FINANCIAL CORPORATION,US,Banks,Regional Banks,1.9,2.5,5.2,"3,465,997,000",,"29,673,000",,"8,767,000",,"283,505,000","3,465,997,000","5,489,000","7,759,000",0
546,PEGA,PEGASYSTEMS INC,US,Software & Services,Application Software,4.4,4.1,5.8,"606,182,000","92,180,000","178,858,000","122,348,000","122,348,000","14,125,000","322,504,000","606,182,000","10,400,000","-846,000",1
547,PENN,"PENN NATIONAL GAMING, INC",US,Casinos & Gaming,Casinos & Gaming,5.7,3.4,5.7,"5,128,688,000","214,238,000","756,451,000",,"31,442,000","140,531,000","-649,097,000","5,128,688,000","23,708,000","-22,771,000",0
548,PEBO,PEOPLES BANCORP INC,US,Banks,Regional Banks,1.5,2.8,6.0,"3,294,929,000","63,296,000",,,,"11,649,000","428,486,000","3,294,929,000","7,995,000","-7,819,000",0
549,PETS,"PETMED EXPRESS, INC",US,Retail - Consumer Discretionary,Internet & Direct Marketing Retail,3.3,3.6,6.4,"90,279,000","37,639,000","55,392,000","17,663,000","17,663,000","8,585,000","83,195,000","90,279,000","5,418,000",,1
550,PGTI,"PGT INNOVATIONS, INC",US,Building Products,Building Products,4.2,5.6,4.1,"344,028,000","61,493,000","100,206,000","29,983,000","29,983,000","9,922,000","106,961,000","344,028,000","1,479,000","-44,789,000",0
551,PAHC,PHIBRO ANIMAL HEALTH CORPORATION,US,Pharmaceuticals,Pharmaceuticals,3.3,6.6,2.1,"589,881,000","32,225,000","183,461,000","58,790,000","58,790,000","21,171,000","77,701,000","589,881,000","18,577,000",,1
552,PLAB,"PHOTRONICS, INC",US,Semiconductors & Semiconductor Equipment,Semiconductor Equipment,2.7,4.4,2.9,"1,023,350,000","231,444,000","122,923,000","31,287,000","31,287,000","14,816,000","653,065,000","1,023,350,000","11,854,000",,0
553,PNFP,"PINNACLE FINANCIAL PARTNERS, INC",US,Banks,Regional Banks,0.4,4.1,5.8,"9,261,387,632",,,,"41,801,121",,"1,228,779,841","9,261,387,632","27,965,264","61,626,340",1
554,PLXS,PLEXUS CORP,US,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,2.5,5.6,6.0,"1,652,040,000","354,728,000","618,660,000","53,272,000","19,559,000","23,346,000","850,794,000","1,652,040,000","16,787,000",,1
555,PLUG,PLUG POWER INC,US,Electrical Equipment,Electrical Components & Equipment,6.4,8.2,2.9,"222,169,000","66,882,000","15,332,000","170,000","170,000","-12,950,000","116,031,000","222,169,000","-11,754,000","2,921,000",1
556,POOL,POOL CORPORATION,US,Retail - Consumer Discretionary,Distributors,1.3,6.9,5.5,"1,193,241,000","9,965,000","515,250,000","143,023,000","26,566,000","29,530,000","206,235,000","1,193,241,000","16,371,000","-3,272,000",1
557,PCH,POTLATCHDELTIC CORPORATION,US,Paper & Forest Products,Specialized REITs,6.2,3.2,4.9,"1,001,355,000","7,824,000","127,896,000",,"-953,000","5,072,000","190,476,000","1,001,355,000","157,000","-101,000",1
558,POWI,"POWER INTEGRATIONS, INC",US,Semiconductors & Semiconductor Equipment,Semiconductors,6.4,4.2,5.7,"492,796,000","94,735,000","88,036,000","44,488,000","44,488,000","10,453,000","435,221,000","492,796,000","10,379,000","4,643,000",1
559,PRAA,"PRA GROUP, INC",US,Consumer Finance,Consumer Finance,6.7,4.7,5.5,"3,268,833,000","79,442,000","224,882,000",,"49,085,000","70,894,000","864,868,000","3,268,833,000","31,983,000","8,070,000",1
560,PINC,"PREMIER, INC",US,Health Care Providers & Services,Health Care Services,7.2,6.4,4.9,"1,854,976,000","238,384,000","298,669,000","186,576,000","186,576,000","74,758,000",,"1,854,976,000","299,948,000",,1
561,PSMT,"PRICESMART, INC",US,Retail - Food & Staples,Hypermarkets & Super Centers,2.4,5.2,5.5,"1,008,843,000","173,008,000","777,931,000",,"37,328,000","39,136,000","586,969,000","1,008,843,000","25,942,000",,1
562,TROW,"T ROWE PRICE GROUP, INC",US,Asset Management & Custody Banks,Asset Management & Custody Banks,10.0,5.0,7.0,"6,203,900,000","1,400,400,000",,,,"410,900,000","4,763,800,000","6,203,900,000","304,100,000","228,100,000",1
563,PRIM,PRIMORIS SERVICES CORPORATION,US,Construction & Engineering,Construction & Engineering,2.6,3.3,6.7,"1,115,398,000","98,809,000","430,446,000","39,277,000","39,277,000","6,619,000",,"1,115,398,000",,,1
564,PRMW,Primo Water Corporation,US,Beverages,Soft Drinks,2.4,4.2,6.1,"66,906,000","1,143,000","32,296,000",,,"1,513,000","27,001,000","66,906,000","1,031,000",,0
565,PTGX,Protagonist Therapeutics Inc,US,Biotechnology,Biotechnology,2.5,3.2,5.3,,"28,629,000",,,,"-7,040,000",,,"-11,747,000",,0
566,PTC,PTC INC,US,Software & Services,Application Software,4.7,5.5,6.1,"2,215,893,000","296,797,000","272,627,000","192,436,000","192,436,000","1,758,000","835,937,000","2,215,893,000","-5,173,000",,1
567,PTCT,"PTC THERAPEUTICS, INC",US,Biotechnology,Biotechnology,3.2,4.3,3.8,"335,232,000","40,165,000","18,895,000",,,"-38,442,000","196,001,000","335,232,000","-41,233,000","-17,857,000",0
568,QCRH,"QCR HOLDINGS, INC",US,Banks,Regional Banks,0.0,3.7,6.5,"2,640,673,254","44,930,836","30,324,532",,"8,392,512",,,"2,640,673,254","6,373,489","3,188,515",0
569,QRVO,"QORVO, INC",US,Semiconductors & Semiconductor Equipment,Semiconductors,5.6,4.0,6.5,"7,011,110,000","851,597,000","608,069,000","254,200,000","-2,721,000","8,477,000","5,494,072,000","7,011,110,000","-24,202,000",,1
570,QLYS,Qualys Inc,US,Software & Services,Systems Software,6.7,2.9,5.4,"342,662,000","112,471,000","46,248,000","36,697,000","7,765,000","7,597,000","210,496,000","342,662,000","4,783,000","20,773,000",0
571,QDEL,QUIDEL CORPORATION,US,Health Care Equipment & Supplies,Health Care Supplies,6.0,4.5,6.5,"378,758,000","153,447,000","50,321,000","29,482,000","-6,149,000","-3,460,000","198,403,000","378,758,000","-3,446,000","-38,024,000",1
572,QNST,Quinstreet Inc,US,Interactive Media & Services,Interactive Media & Services,6.2,1.9,5.6,"199,583,000","54,802,000","81,243,000","8,287,000","8,287,000","-3,173,000","125,775,000","199,583,000","-3,265,000",,0
573,RCM,R1 RCM INC,US,Health Care Providers & Services,Health Care Services,7.0,6.8,4.7,"525,759,000","281,000,000","352,200,000",,"278,800,000","278,700,000","-21,408,000","525,759,000","167,400,000","177,500,000",1
574,RDUS,"RADIUS HEALTH, INC",US,Biotechnology,Biotechnology,2.9,3.7,5.4,"445,091,000","104,414,000",,,,"-41,129,000","426,176,000","445,091,000","-40,463,000",,0
575,RDNT,"RADNET, INC",US,Health Care Providers & Services,Health Care Services,5.9,6.5,5.2,"845,710,000","410,000","216,388,000",,"-2,613,000","2,983,000","33,516,000","845,710,000","-1,397,000","-36,000",1
576,RMBS,RAMBUS INC,US,Semiconductors & Semiconductor Equipment,Semiconductors,5.0,4.4,5.8,"752,825,000","136,629,000","72,682,000",,,"9,294,000","534,721,000","752,825,000","1,878,000",,0
577,RPD,"RAPID7, INC",US,Software & Services,Systems Software,7.0,4.9,5.1,"213,780,000","83,508,000","34,796,000","26,084,000","26,084,000","-15,619,000","60,615,000","213,780,000","-15,580,000","-3,045,000",1
578,ROLL,RBC BEARINGS INCORPORATED,US,Industrial Machinery,Industrial Machinery,1.5,4.8,3.9,,,"162,252,000","60,375,000","27,951,000","30,829,000",,,"18,924,000",,0
579,RETA,"REATA PHARMACEUTICALS, INC",US,Pharmaceuticals,Pharmaceuticals,8.1,6.1,4.7,,"41,853,000","12,438,000",,,,,,"-258,000","-155,000",1
580,RRR,"RED ROCK RESORTS, INC",US,Casinos & Gaming,Casinos & Gaming,3.4,2.9,4.0,"2,883,504,000","122,561,000","359,247,000",,,"93,962,000","637,027,000","2,883,504,000","57,639,000","5,938,000",0
581,REGN,"REGENERON PHARMACEUTICALS, INC",US,Biotechnology,Biotechnology,6.3,6.0,3.2,"5,904,460,000","604,214,000","1,200,849,000",,"330,151,000","329,308,000","3,765,082,000","5,904,460,000","181,385,000","-204,888,000",1
582,RGNX,Regenxbio Inc,US,Biotechnology,Biotechnology,5.3,3.8,5.4,"214,984,000","35,511,000","393,000",,,"-11,251,000","208,601,000","214,984,000","-10,768,000","-18,605,000",0
583,RNST,Renasant Corporation,US,Banks,Regional Banks,1.1,2.6,5.2,"8,146,229,000","218,483,000",,,"31,742,000",,"1,053,178,000","8,146,229,000","21,216,000","6,912,000",0
584,REGI,"RENEWABLE ENERGY GROUP, INC",US,"Oil & Gas Refining, Marketing, Transportation & Storage",Oil & Gas Refining & Marketing,4.8,6.7,5.7,"1,224,357,000","164,052,000","297,870,000","17,384,000","-6,160,000","-6,319,000","614,140,000","1,224,357,000","-6,918,000",,1
585,RCII,"RENT-A-CENTER, INC",US,Retail - Consumer Discretionary,Computer & Electronics Retail,5.0,4.7,5.7,"1,795,421,000","46,362,000","835,652,000","534,944,000","36,550,000","48,430,000","495,743,000","1,795,421,000","25,061,000","-14,001,000",1
586,RGEN,REPLIGEN CORPORATION,US,Health Care Equipment & Supplies,Life Sciences Tools & Services,5.8,4.4,5.8,"147,324,000","53,213,000","25,094,000",,"2,540,000","3,463,000","128,886,000","147,324,000","1,625,000","-879,000",1
587,RPRX,ROYALTY PHARMA PLC,US,Pharmaceuticals,Pharmaceuticals,2.3,2.0,5.1,"16,345,000","16,046,000","17,000",,,,"14,239,000","16,345,000","-4,844,000","-5,347,000",0
588,ROIC,RETAIL OPPORTUNITY INVESTMENTS CORP,US,Real Estate Management & Services,Retail REITs,4.0,3.3,5.0,"2,381,270,000","14,987,000","56,094,000",,,"18,399,000","1,039,638,000","2,381,270,000","8,027,000","6,143,000",0
589,RVNC,"REVANCE THERAPEUTICS, INC",US,Pharmaceuticals,Pharmaceuticals,5.3,5.2,4.6,"259,000,000","40,793,000","75,000",,,"-19,744,000","236,852,000","259,000,000","-19,888,000","-160,822,000",1
590,RIGL,"RIGEL PHARMACEUTICALS, INC",US,Biotechnology,Biotechnology,3.1,3.6,6.0,"108,280,000","14,269,000","5,029,000",,,"-17,567,000","75,452,000","108,280,000",,,0
591,RNET,"RIGNET, INC",US,"Technology Hardware, Storage & Peripherals",Oil & Gas Equipment & Services,2.4,4.5,4.2,"264,226,000","51,979,000","62,341,000",,,"589,000","123,074,000","264,226,000","-1,333,000","-8,834,000",0
592,ROST,"ROSS STORES, INC",US,Retail - Consumer Discretionary,Apparel Retail,3.8,3.8,5.9,"4,869,119,000","761,602,000","3,088,995,000",,"471,502,000",,"2,471,991,000","4,869,119,000","290,634,000","148,423,000",1
593,RGLD,"ROYAL GOLD, INC",US,Metals and Mining - Precious Metals,Gold,4.2,5.9,6.3,"3,099,242,000","122,863,000",,"75,566,000","-77,760,000","-72,058,000","2,222,368,000","3,099,242,000",,,1
594,RUSHA,"RUSH ENTERPRISES, INC",US,Trading Companies & Distributors,Trading Companies & Distributors,3.9,7.3,5.7,"2,796,792,000","72,661,000","1,070,840,000","183,270,000","3,942,000","8,181,000","852,198,000","2,796,792,000","2,395,000","7,814,000",1
595,RUTH,"RUTHS HOSPITALITY GROUP, INC",US,Restaurants,Restaurants,1.1,3.7,6.7,"189,774,000","2,661,000","101,890,000","28,649,000","16,228,000","16,434,000","95,131,000","189,774,000","10,762,000","-434,000",0
596,SABR,SABRE CORPORATION,US,Software & Services,Data Processing & Outsourced Services,8.0,3.1,4.1,"5,559,123,000","111,702,000","859,543,000",,,"171,422,000",,"5,559,123,000",,"-209,430,000",0
597,SAFT,"SAFETY INSURANCE GROUP, INC",US,Property & Casualty Insurance,Property & Casualty Insurance,4.5,2.2,4.3,"1,694,230,000","35,940,000","199,829,000",,,,"658,331,000","1,694,230,000",,"-11,554,000",0
598,SAGE,"SAGE THERAPEUTICS, INC",US,Biotechnology,Biotechnology,5.1,4.2,3.2,"303,510,000","299,680,000",,,,"-30,714,000","287,500,000","303,510,000","-30,543,000","112,927,000",0
599,SAIA,"SAIA, INC",US,Road & Rail Transport,Trucking,3.9,3.4,6.7,"795,705,000","238,000","289,911,000",,,"17,584,000","438,768,000","795,705,000","10,575,000","114,000",1
600,SALM,"SALEM MEDIA GROUP, INC",US,Media & Entertainment,Broadcasting,6.7,3.9,2.3,"593,650,000","84,000","64,575,000",,,"6,083,000","210,394,000","593,650,000","353,000","-14,000",0
